web-scraper-order,web-scraper-start-url,venue,venue-href,tabs,tabs-href,Pos,Num,Driver,Car,Time,Gap,Laps
"1601159206-1672","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-2.html","4","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:21.121","+0.929s","25"
"1601159193-1597","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","23.088","null","null"
"1601159239-1884","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1051/belgium/qualifying.html","19","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","null","null","6"
"1601159193-1581","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","77","Valtteri
                    Bottas
                    BOT","Mercedes","23:56.402","null","null"
"1601159308-2253","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/fastest-laps.html","13","5","Sebastian
                    Vettel
                    VET","Ferrari","1:30.785","null","null"
"1601159269-2010","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1050/spain/qualifying.html","6","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","null","null","18"
"1601159164-1426","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-3.html","2","77","Valtteri
                    Bottas
                    BOT","Mercedes","1:34.055","+0.776s","19"
"1601159362-2527","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/pit-stop-summary.html","null","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","28.367","null","null"
"1601159179-1493","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-2.html","9","7","Kimi
                    Räikkönen
                    RAI","Alfa Romeo Racing Ferrari","1:18.385","+1.396s","38"
"1601159326-2324","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/qualifying.html","4","16","Charles
                    Leclerc
                    LEC","Ferrari","null","null","16"
"1601159389-2683","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1046/austria/fastest-laps.html","18","31","Esteban
                    Ocon
                    OCO","Renault","1:09.321","null","null"
"1601159311-2277","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/race-result.html","17","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","null","null","51"
"1601159193-1601","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1053/italy/pit-stop-summary.html","null","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","23.113","null","null"
"1601159261-1976","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-2.html","12","5","Sebastian
                    Vettel
                    VET","Ferrari","1:18.404","+1.521s","36"
"1601159276-2066","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1050/spain/pit-stop-summary.html","null","23","Alexander
                    Albon
                    ALB","Red Bull Racing Honda","21.804","null","null"
"1601159250-1931","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Fastest laps","https://www.formula1.com/en/results.html/2020/races/1051/belgium/fastest-laps.html","6","6","Nicholas
                    Latifi
                    LAT","Williams Mercedes","1:48.048","null","null"
"1601159226-1819","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Race result","https://www.formula1.com/en/results.html/2020/races/1052/italy/race-result.html","14","63","George
                    Russell
                    RUS","Williams Mercedes","null","null","53"
"1601159350-2449","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Hungary","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1047/hungary/practice-3.html","9","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:16.453","+1.016s","20"
"1601159323-2311","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Great Britain","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1048/great-britain/practice-3.html","11","26","Daniil
                    Kvyat
                    KVY","AlphaTauri Honda","1:27.076","+1.203s","18"
"1601159293-2150","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-3.html","11","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","1:27.659","+1.038s","15"
"1601159269-2022","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1050/spain/qualifying.html","18","63","George
                    Russell
                    RUS","Williams Mercedes","null","null","9"
"1601159379-2609","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Qualifying","https://www.formula1.com/en/results.html/2020/races/1046/austria/qualifying.html","4","77","Valtteri
                    Bottas
                    BOT","Mercedes","null","null","34"
"1601159161-1406","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-2.html","2","44","Lewis
                    Hamilton
                    HAM","Mercedes","1:33.786","+0.267s","33"
"1601159276-2046","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1050/spain/pit-stop-summary.html","null","63","George
                    Russell
                    RUS","Williams Mercedes","22.708","null","null"
"1601159382-2637","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Styria","https://www.formula1.com/en/results.html/2020/races/1046/austria/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1046/austria/starting-grid.html","12","18","Lance
                    Stroll
                    STR","Racing Point BWT Mercedes","1:19.645","null","null"
"1601159179-1494","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-2.html","10","16","Charles
                    Leclerc
                    LEC","Ferrari","1:18.400","+1.411s","27"
"1601159261-1968","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 2","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-2.html","4","3","Daniel
                    Ricciardo
                    RIC","Renault","1:17.868","+0.985s","34"
"1601159304-2201","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","70th Anniversary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1049/great-britain/pit-stop-summary.html","null","10","Pierre
                    Gasly
                    GAS","AlphaTauri Honda","28.356","null","null"
"1601159164-1428","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Russia","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1054/russia/practice-3.html","4","31","Esteban
                    Ocon
                    OCO","Renault","1:34.239","+0.960s","13"
"1601159236-1855","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-3.html","10","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","1:44.180","+0.925s","12"
"1601159189-1551","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Tuscany","https://www.formula1.com/en/results.html/2020/races/1053/italy/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1053/italy/starting-grid.html","7","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","1:16.311","null","null"
"1601159219-1780","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Italy","https://www.formula1.com/en/results.html/2020/races/1052/italy/practice-1.html","Pit stop summary","https://www.formula1.com/en/results.html/2020/races/1052/italy/pit-stop-summary.html","null","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","25:24.989","null","null"
"1601159243-1893","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Belgium","https://www.formula1.com/en/results.html/2020/races/1051/belgium/practice-1.html","Starting grid","https://www.formula1.com/en/results.html/2020/races/1051/belgium/starting-grid.html","8","11","Sergio
                    Perez
                    PER","Racing Point BWT Mercedes","1:42.532","null","null"
"1601159265-2002","https://www.formula1.com/en/results.html/2020/races/1045/austria/practice-1.html","Spain","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-1.html","Practice 3","https://www.formula1.com/en/results.html/2020/races/1050/spain/practice-3.html","18","99","Antonio
                    Giovinazzi
                    GIO","Alfa Romeo Racing Ferrari","1:19.175","+1.953s","13"
